platform,review,rating,engagement,date,review_length,clean_review,sentiment,intensity_score
Grab,"aneh bgt, pengemudinya pada gabisa naik ke daerah yg cukup tinggi, jadi hrs jalan kaki lagi buat naik ke tanjakannya. Pls lah grab, tolong si pengemudinya itu mesinnya benerin dulu sblm jemput/anter penumpang. ada yg remnya gbs lewat turunan, gabisa lewat jalan yg nanjak.. tolong di benerin lagi drivernya, sy jadi takut pesen grab lagi gara' tiap mau lewatin tanjakan/jalan curam suka turun trs jalan lagi dan jaraknya cukup jauh :((",1,6,2026-02-13 01:02:15,435,aneh bgt mud gabisa daerah yg hrs jalan kaki tanjak pls grab tolong si mud mesin benerin sblm jemputanter tumpang yg rem gbs turun gabisa jalan yg nanjak tolong benerin drivernya sy takut sen grab gara lewatin tanjakanjalan curam suka turun trs jalan jarak,Negative,0
Grab,"gak perna dapat promo, pengen beli mahal semua",2,0,2026-02-13 00:57:30,46,gak perna promo ken beli mahal,Negative,1
Grab,agak kecewa susah cari driver tolong agar dipermudahkan kita sebagai penumpang agar lebih cepat lagi dapat driver,2,0,2026-02-13 00:56:37,113,kecewa susah cari driver tolong mudah tumpang cepat driver,Negative,0
Grab,"Grab ni dah melampau la, harga makin mahal, dari flora damansara ke pucung kinrara kena caj rm80 memang babi letak harga, baik tukar Bolt lagi murah",1,0,2026-02-13 00:53:33,148,grab ni dah lampau la harga mahal flora damansara pucung kinrara kena caj rm babi letak harga tukar bolt murah,Negative,0
Grab,"aplikasi nya makin lama kita dan makin lama susah pakai dan kita udah update mencari driver nya saat pick up barang susah banget 🙏nunggu berjam² baru dapat, mohon evaluasi lagi 🙏 coustemer capek nunggu",1,0,2026-02-13 00:15:35,201,aplikasi nya susah pakai udah update cari driver nya pick up barang susah banget nunggu jam mohon evaluasi coustemer capek nunggu,Negative,0
Grab,cepat,5,0,2026-02-13 00:12:48,5,cepat,Positive,0
Grab,gatau udah berapa kali dibikin terlambat sama driver grab,1,0,2026-02-12 23:55:53,57,gatau udah kali bikin lambat driver grab,Negative,0
Grab,"mending evaluasi seluruh driver, pecat semua driver yg ga niat kerja, cuma karena mendung, gerimis, pick off jauh, dan pembayaran pakai tunai gamau ambil ?? amazing 👍 MENDING EVALUASI SELURUH DRIVER DI KOTA SEMARANG !!!",1,0,2026-02-12 23:40:27,219,mending evaluasi driver pecat driver yg ga niat kerja mendung gerimis pick off bayar pakai tunai gamau ambil amazing mending evaluasi driver kota semarang,Negative,1
Grab,nyarinya gampang gampang susah tapi lebih banyak susah nya daripada gampang nya,1,0,2026-02-12 23:37:27,79,nyarinya gampang gampang susah susah nya gampang nya,Negative,0
Grab,"makin males sama grab kalau ngasih harga nggk kira2,pesen grab ke jarak kurang dari 5 km ongkosnya setara pesen grab ke jarak 10 km,kalau hujan deres atau macet sih oke,lah nggk macet sama hujan aja sama. jadi mikir2 lagi mau lanjut pakai grab atau ganti ke yang lain.",1,5,2026-02-12 23:31:15,268,males grab ngasih harga nggk kirapesen grab jarak km ongkos tara sen grab jarak kmkalau hujan deres macet sih oke nggk macet hujan aja mikir pakai grab ganti,Negative,0
Grab,update terus aja dah,2,0,2026-02-12 23:28:20,20,update aja dah,Negative,0
Grab,masa saya pesan grab gak pernah ada yang nerima,1,0,2026-02-12 23:27:51,47,pesan grab gak nerima,Negative,1
Grab,"apk nya suka lelet , Klo mau pesen suka lama bgt dapet drivernya",3,0,2026-02-12 23:22:11,64,apk nya suka lelet klo sen suka bgt dapet drivernya,Neutral,0
Grab,"drivernya kebanyakan tolol, dikit2 cansel, g ngehargain waktu orang. kezl bgt udah tunggu lama malah di cansel tolol",1,0,2026-02-12 22:42:26,116,drivernya banyak tolol dikit cansel g ngehargain orang kezl bgt udah tunggu cansel tolol,Negative,2
Grab,driver suka sesuka hati membatalkan pesanan setelah lama kita menunggu,2,0,2026-02-12 22:41:10,70,driver suka suka hati batal pesan tunggu,Negative,0
Grab,akhir2 ini grab susah di jangkau ya apalagi kalau pagi🙂,1,0,2026-02-12 22:37:24,55,grab susah jangkau ya pagi,Negative,0
Grab,pelayanan dan drivernya sangat baik.Tx....,5,0,2026-02-12 22:09:19,42,layan drivernya baiktx,Positive,0
Grab,kok ngak bisa di pesan semuanya kok stok habis,1,0,2026-02-12 21:54:34,46,ngak pesan stok habis,Negative,0
Grab,🙏🏻,5,0,2026-02-12 21:51:42,2,,Positive,0
Grab,bagus sekali,5,0,2026-02-12 17:33:01,12,bagus,Positive,0
Grab,sangat bagus,5,0,2026-02-12 17:31:46,12,bagus,Positive,0
Grab,"jujur sebagai orang yg sering bahkan setiap hari pakai grab aku kecewa berat! karena banyak oknum² yang jahat sama customer, kita butuh jasa mereka buat ngejar waktu malah mereka enak²an ditelat²in. mana kadang ga mau jemput dan antar dengan cara TIDAK MENJAWAB PESAN dan membuat customer MENUNGGU LAMA tanpa hasil, kecewa. Tp ada yg baik juga, terimakasih untuk mereka yang baik dan tdk PILIH PILIH customer.",1,1,2026-02-12 16:47:31,409,jujur orang yg pakai grab kecewa berat oknum jahat customer butuh jasa ngejar enak an telat in kadang ga jemput pesan customer tunggu hasil kecewa tp yg terimakasih tdk pilih pilih customer,Negative,1
Grab,sangat membantu,4,0,2026-02-12 16:31:42,15,bantu,Positive,0
Grab,sangat membantu,5,0,2026-02-12 16:03:47,15,bantu,Positive,0
Grab,"susah dapet driver, cancel terus",1,0,2026-02-12 15:54:17,32,susah dapet driver cancel,Negative,0
Grab,"grab express makin gajelas,mulai dri driver yg ga bsa dihubungi sampai semisal kita sudah ngasih nomor penerima/pengirim kok ya bukannya ngechat yg sesuai (misal driver lg penjemputan barang brti harusnya ngechat ke nomor penjemputan)",1,0,2026-02-12 15:49:11,234,grab express gajelasmulai dri driver yg ga bsa hubung ngasih nomor penerimapengirim ya ngechat yg sesuai driver lg jemput barang brti ngechat nomor jemput,Negative,1
Grab,baik,5,0,2026-02-12 15:48:51,4,,Positive,0
Grab,makin jelek. driver makanan pd songong ganti2 lempar2 kayak ga butuh uang. kalo ga butuh uang gausah jd driver grab food. hanya 10001 yang bisa bersyukur dapat orderan. ini malah dilempar2 gaielas,1,0,2026-02-12 15:47:21,196,jelek driver makan pd songong ganti lempar kayak ga butuh uang kalo ga butuh uang gausah jd driver grab food syukur order lempar gaielas,Negative,3
Grab,bagus,5,0,2026-02-12 15:33:29,5,bagus,Positive,0
Grab,"sangat membantu dalam hidupku, terimakasih 👍🏻",5,0,2026-02-12 15:30:49,45,bantu hidup terimakasih,Positive,0
Grab,sangat menyenangkan pak sopir,5,0,2026-02-12 15:25:05,29,senang sopir,Positive,0
Grab,"saya di Surabaya order grab car prioritas, udah nunggu lama giliran dapat suruh di batalin, gimana sih apk besar tapi drivernya kaya gitu",1,0,2026-02-12 15:23:13,137,surabaya order grab car prioritas udah nunggu gilir suruh batalin gimana sih apk drivernya kaya gitu,Negative,0
Grab,sangat membantu,5,0,2026-02-12 15:20:56,15,bantu,Positive,0
Grab,keren bget playanannya,5,0,2026-02-12 15:12:23,22,keren bget playanannya,Positive,0
Grab,mantap,5,0,2026-02-12 15:03:40,6,mantap,Positive,0
Grab,recomended,5,0,2026-02-12 14:45:41,10,recomended,Positive,0
Grab,woy cari gojek susah betul sekarang mentang mentang hujan,1,0,2026-02-12 14:39:37,57,woy cari gojek susah mentang mentang hujan,Negative,0
Grab,semangat,5,0,2026-02-12 14:32:03,8,semangat,Positive,0
Grab,mohon di perbaiki lagi saat kita menentukan alamat lokasi yg mau kita tulis dengan lengkap...saat memesan grab alamat yg saya tulis dapat tpi tidak lengkap sesuai yg kita inginkan,5,0,2026-02-12 14:27:15,179,mohon baik tentu alamat lokasi yg tulis lengkapsaat mes grab alamat yg tulis tpi lengkap sesuai yg,Positive,0
Grab,cari drivernya lama banget gak sesuai waktu,1,0,2026-02-12 14:26:33,43,cari drivernya banget gak sesuai,Negative,1
Grab,grab memang ok👍🙏,5,0,2026-02-12 14:00:53,16,grab ok,Positive,0
Grab,memudahkan perjalanan,5,0,2026-02-12 13:40:47,21,mudah jalan,Positive,0
Grab,alamat tidak berubah,2,0,2026-02-12 13:27:20,20,alamat ubah,Negative,0
Grab,memuaskn,5,0,2026-02-12 13:27:04,8,memuaskn,Positive,0
Grab,selalu tepat waktu,5,0,2026-02-12 13:22:28,18,,Positive,0
Grab,bug location,1,0,2026-02-12 13:10:32,12,bug location,Negative,0
Grab,driver2nya songong semua,1,0,2026-02-12 13:03:58,24,drivernya songong,Negative,0
Grab,"grab food sangat buruk nunggu lebih dari 2 jam. ngga bisa di cancel. ngga jelas posisi pesanan. lagi laper. jadi bingung, mau pesen di tempat lain, tapi khawatir tiba tiba datang pesanannya.",1,2,2026-02-12 13:00:40,190,grab food buruk nunggu jam ngga cancel ngga posisi pesan laper bingung sen khawatir pesan,Negative,1
Grab,sangat membantu,5,0,2026-02-12 12:54:35,15,bantu,Positive,0
Grab,saya mendapatkan kurir yang ngomong nya ngegas,3,0,2026-02-12 12:50:23,46,kurir ngomong nya ngegas,Neutral,0
Grab,"udah nunggu lama, gak dapet dapet driver. pas udah dapet dan drivernya udah hampir sampai malah dibatalkan. padahal lagi kejar kereta dan akhirnya ketinggalan kereta. grab mobil juga sulit dapetnya apalagi pada saat hujan.",1,0,2026-02-12 12:48:41,222,udah nunggu gak dapet dapet driver pas udah dapet drivernya udah batal kejar kereta tinggal kereta grab mobil sulit dapetnya hujan,Negative,1
Grab,"muskipun sudah pilih layanan garansi tepat waktu Baik Layanan grab atau grab food tidak sesuai, malah di tambah lagi waktunya sampai telat dan bahkan makanannya dingin, rugi pakai pelayanan ini.",1,2,2026-02-12 12:43:19,194,muskipun pilih layan garansi layan grab grab food sesuai telat makan dingin rugi pakai layan,Negative,0
Grab,"Hebat ,Aku Jadi Bisa Keluar sama Mama Ku// pasti mama ku bangga karena aku sudah mendownloadnya terimakasih Grab Aku Senang karena bisa memakainya",1,0,2026-02-12 12:39:29,146,hebat mama ku mama ku bangga mendownloadnya terimakasih grab senang maka,Negative,0
Grab,bagus,5,0,2026-02-12 12:33:58,5,bagus,Positive,0
Grab,mantap,5,0,2026-02-12 12:32:12,6,mantap,Positive,0
Grab,drivernya males dikira saya gabisa kasi tip kali makanya jarang ada yang ambil,3,0,2026-02-12 11:36:33,78,drivernya males gabisa kasi tip kali jarang ambil,Neutral,0
Grab,kenapa serig lola sinyal payah,5,0,2026-02-12 11:20:40,30,serig lola sinyal payah,Positive,0
Grab,batalin orderan grab food gk bisa harusnya ada fitur btl nya takut ada yg salah alamat seperti saya jadi gk bisa batal,1,0,2026-02-12 11:18:22,118,batalin order grab food gk fitur btl nya takut yg salah alamat gk batal,Negative,0
Grab,"tak ksih rating bintang 1, ini aplikasi nyusahin disaat hujan, ongkos naik gede banget udh gitu gada 1 driver pun yg ambil ntah motor atau mobil mending kalao udh mahal d ambil sama driver nya jd kebantu ini sama sekali gada yg ambil orderan nya dri murah smpe mahalnya . jarak deket aja klo hujan gada yg ambil. mending dihapus aja ini gaguna juga kalau hujan",1,2,2026-02-12 11:16:56,360,ksih rating bintang aplikasi nyusahin saat hujan ongkos gede banget udh gitu gada driver yg ambil ntah motor mobil mending kalao udh mahal d ambil driver nya jd bantu gada yg ambil order nya dri murah smpe mahal jarak deket aja klo hujan gada yg ambil mending hapus aja gaguna hujan,Negative,0
Grab,"ga jelas di cancel mulu, titik kordinat jemput sering banget salah dari titik aku berdiri. udh sejam ini aja di cancel 3 kali",2,0,2026-02-12 11:09:37,125,ga cancel mulu titik kordinat jemput banget salah titik diri udh jam aja cancel kali,Negative,1
Grab,"rasa enak, cepat sampe",5,0,2026-02-12 11:00:36,22,enak cepat sampe,Positive,0
Grab,mahal+gada yang mau jemput,1,0,2026-02-12 11:00:22,26,mahalgada jemput,Negative,0
Grab,hemat bikin Rugi,1,0,2026-02-12 10:52:51,16,hemat bikin rugi,Negative,0
Grab,"beberapa kali di cancel sama drivernya padahal udh nunggu lama dan posisi driver sudah dekat, ga sekali dua kali kejadian kaya gitu, kecewa banget pokoknya",1,0,2026-02-12 10:34:49,155,kali cancel drivernya udh nunggu posisi driver ga kali jadi kaya gitu kecewa banget pokok,Negative,1
Grab,terimakasih ud bisa qris.saran.kalo toko tutup harusnya di-update dong.jangan sampe sy ud pesen baru dpt info dr pengemudi.,5,0,2026-02-12 10:15:04,123,terimakasih ud qrissarankalo toko tutup diupdate dongjangan sampe sy ud sen dpt info dr kemudi,Positive,0
Grab,membantu,5,0,2026-02-12 10:12:09,8,bantu,Positive,0
Grab,"mau batalin pesanan karena salah pilih malah gak bisa ... jaringannya langsung jelek, langsung keterima dulu masih ada jeda gak sampe semenit buat batalin",1,0,2026-02-12 10:07:36,154,batalin pesan salah pilih gak jaring langsung jelek langsung terima jeda gak sampe menit batalin,Negative,3
Grab,puas,5,0,2026-02-12 10:01:19,4,puas,Positive,0
Grab,bagus bngt...dan membantu dalam perjalanan jauh,5,0,2026-02-12 09:59:25,47,bagus bngtdan bantu jalan,Positive,0
Grab,sangat membantu,5,0,2026-02-12 09:44:55,15,bantu,Positive,0
Grab,bagus,5,0,2026-02-12 09:36:47,5,bagus,Positive,0
Grab,tolong di perbarui sistem nya cari driver sulot banget 20menit ngk dapet lho an. ji. ng. emang grap ini,1,0,2026-02-12 09:22:12,103,tolong baru sistem nya cari driver sulot banget menit ngk dapet lho an ji ng emang grap,Negative,0
Grab,"driver nya kurang profesional sih sering di cancel kejadian hari ini yg bikin syok krna di cancel smpee 6x mungkin jarak lumayan jauh tapi harga menurut aku sebanding lah,di perbaiki lagi buat driver nya kalo emng ga bisa jngan di ambil orderannya udah nunggu lama tiba² di cancel 🙏🏻🙏🏻",4,0,2026-02-12 08:59:42,285,driver nya profesional sih cancel jadi yg bikin syok krna cancel smpee x jarak lumayan harga banding lahdi baik driver nya kalo emng ga jngan ambil order udah nunggu tiba cancel,Positive,1
Grab,bagus,5,0,2026-02-12 08:46:03,5,bagus,Positive,0
Grab,keren bagus buat yg mager keluar,4,0,2026-02-12 08:43:47,32,keren bagus yg mager,Positive,0
Grab,"Saya baru saja dicancel oleh driver. Padahal diminta nunggu 16 menit, mau. Tidak pk juga grab hemat. Asuuu",1,0,2026-02-12 08:43:46,106,dicancel driver nunggu menit pk grab hemat asuuu,Negative,0
Grab,top,5,0,2026-02-12 08:27:52,3,top,Positive,0
Grab,gk bisa di daftar muter2 mulu padahal jaringan bagus,1,0,2026-02-12 08:09:31,52,gk daftar muter mulu jaring bagus,Negative,0
Grab,enak puas pokok ny mantul terimakasih,5,0,2026-02-12 08:06:59,37,enak puas pokok ny mantul terimakasih,Positive,0
Grab,ramah dan sopan serta murah senyum,5,0,2026-02-12 07:53:55,34,ramah sopan murah senyum,Positive,0
Grab,membantu dlm perjalanan,5,0,2026-02-12 07:48:08,23,bantu dlm jalan,Positive,0
Grab,sangat membantu,5,0,2026-02-12 07:43:42,15,bantu,Positive,0
Grab,Alhamdulillah nyaman,5,0,2026-02-12 06:59:37,20,alhamdulillah nyaman,Positive,0
Grab,"sangat bagus,pelayananya bagus drivernya sopan ramah baik. dan grab selalu kasih promo ini sangat membantu",5,0,2026-02-12 06:57:15,106,baguspelayananya bagus drivernya sopan ramah grab kasih promo bantu,Positive,0
Grab,"Rasa (taste) enak,sayang kemasan kurang bagus(seperti nasi bungkus)kalau bisa pakai kotak kertas atau mika.",5,0,2026-02-12 06:55:31,107,taste enaksayang kemas bagusseperti nasi bungkuskalau pakai kotak kertas mika,Positive,0
Grab,Drivernya tanggung jawab penuh..... Salam sukses.,5,0,2026-02-12 06:43:59,49,drivernya tanggung penuh salam sukses,Positive,0
Grab,sangat baik supir ya,5,0,2026-02-12 05:56:09,20,supir ya,Positive,0
Grab,okk,5,0,2026-02-12 05:52:06,3,okk,Positive,0
Grab,pengemudi sering bilang ngga ada kembalian.alias ingin dapat duit lebih,1,0,2026-02-12 05:29:39,71,kemudi bilang ngga kembalianalias duit,Negative,0
Grab,Stok update item di indomaret sangat lambat dan tidak sesuai sangat mengganggu transaksi,1,0,2026-02-12 05:07:34,88,stok update item indomaret lambat sesuai ganggu transaksi,Negative,0
Grab,sambalnya mantab dan porsinya besar cocok buat pekerja keras seperti saya,5,1,2026-02-12 05:04:32,73,sambal mantab porsi cocok kerja keras,Positive,0
Grab,pelayanan baik sekali,5,0,2026-02-12 04:53:30,21,layan,Positive,0
Grab,"apk ini kalo nyari alamat susah , apalagi kalo buat di kampung ga kaya apk yg lain gampang sekali cari langsung muncul, apk ini susah banget",2,0,2026-02-12 04:52:34,140,apk kalo nyari alamat susah kalo kampung ga kaya apk yg gampang cari langsung muncul apk susah banget,Negative,1
Grab,bagus,5,0,2026-02-12 04:49:02,5,bagus,Positive,0
Grab,"saya suka pakai grab, aman dan selalu dapat promo, thank you",5,0,2026-02-12 04:48:08,60,suka pakai grab aman promo thank you,Positive,0
Grab,oke,5,0,2026-02-12 04:38:50,3,oke,Positive,0
Grab,capat dapat driper,5,0,2026-02-12 04:28:08,18,capat driper,Positive,0
Grab,"Aplikasi cukup bagus, tapi kecewa banget sama grab,promo grabfood cuma diawal awal aja, semakin sering pesen lewat grab palah semakin dikit promonya dan jadi lebih mahal banget, mau ambil yang berlangganan juga jadi mikir dua kali karna grab hanya memprioritaskan untuk memancing pelanggan bukan untuk buat pelanggan nyaman dan terus menerus pakai grab, saran untuk seterusnya perhatikan juga untuk loyalitas pelanggan lama bukan cuma pengguna baru aja.",2,2,2026-02-12 04:07:29,453,aplikasi bagus kecewa banget grabpromo grabfood awal aja sen grab palah dikit promonya mahal banget ambil langgan mikir kali karna grab prioritas pancing langgan langgan nyaman terus pakai grab saran perhati loyalitas langgan guna aja,Negative,0
Grab,Bagus,5,0,2026-02-12 03:51:20,5,bagus,Positive,0
Grab,"abang grabnya bae, mau stut motor saya mati di jalan sabar dah",5,0,2026-02-12 03:47:22,62,abang grabnya bae stut motor mati jalan sabar dah,Positive,0
Grab,Alhamdulillah,5,0,2026-02-12 03:44:39,13,alhamdulillah,Positive,0
Grab,membantu banget,5,1,2026-02-12 03:20:41,15,bantu banget,Positive,0
Grab,bagus,4,1,2026-02-12 03:17:20,5,bagus,Positive,0
Grab,mau ngojol apa mau sinisin org setiap dapet driver mukanya sinis mulu jadi ga mood gua kalo dpt driver begitu tolong dong dikasih tau ama pihak jangan sinis sinis,1,0,2026-02-12 03:10:01,162,ngojol sinisin org dapet driver muka sinis mulu ga mood gua kalo dpt driver tolong kasih tau ama sinis sinis,Negative,1
Grab,ONGKOS NYA MAHAL SEKALI 😒😒😒😒 😒😒😒 GAK WORTH IT ONGKOS NYA BUAT MAHASISWA 😒😒😒😒😒 TURUN NIN ONGKOS GRAB NYA MAHAL BENER 😤😤😤😤,1,1,2026-02-12 02:47:29,120,ongkos nya mahal gak worth it ongkos nya mahasiswa turun nin ongkos grab nya mahal bener,Negative,1
Grab,terbaik 👍👍,5,1,2026-02-12 01:54:58,10,baik,Positive,0
Grab,sangat kecewa atas layanan grab sekarang kenapa setiap mau mesan di aplikasi grab selalu mendapatkan driver 2/3km dari posisi pemesanan tolong di evaluasi cara sistem kerja layanan pelanggan ketika ingin memesan lewat aplikasi grab,1,1,2026-02-12 01:54:57,231,kecewa layan grab mesan aplikasi grab driver km posisi mesan tolong evaluasi sistem kerja layan langgan mes aplikasi grab,Negative,0
Grab,ok,5,0,2026-02-12 01:21:08,2,ok,Positive,0
Grab,"makasih grab, gk akan naik grab lg karena dpt selalu jauh dan sering waktu terbuang² menunggu, pdhl grab bnyk tpi dilempar yg jauh",1,3,2026-02-12 00:51:38,130,makasih grab gk grab lg dpt buang tunggu pdhl grab bnyk tpi lempar yg,Negative,0
Grab,Bajuz...tingkatkan lagi Min,5,1,2026-02-12 00:40:50,27,bajuztingkatkan min,Positive,0
Grab,good,5,1,2026-02-12 00:34:24,4,good,Positive,0
Grab,mantap,5,0,2026-02-12 00:03:16,6,mantap,Positive,0
Grab,"APLIKASI TERBURUK, KARNA SETIAP MAU BERANGKAT SEKOLAH PASTI GK ADA DRIVER YG DAPAT.",1,0,2026-02-11 23:33:47,83,aplikasi buruk karna berangkat sekolah gk driver yg,Negative,1
Grab,tolong diperbaiki permasalahan mapnya masa tempat saya tidak dapet terus malah diarahkan ke tempat lain,2,0,2026-02-11 23:13:58,103,tolong baik masalah map dapet arah,Negative,0
Grab,"sumpah ya makin kesini grab makin jelek aja..masa order ojek ga pernah mau ada yg terima si..udh pada kaya apa gimana driver grab,,ga bisa di andalkan sama sekali..buruk sekali performa nya..",1,0,2026-02-11 23:09:04,191,sumpah ya kesini grab jelek ajamasa order ojek ga yg terima siudh kaya gimana driver grabga andal sekaliburuk performa nya,Negative,2
Grab,baik,5,0,2026-02-11 22:42:57,4,,Positive,0
Grab,matap,5,0,2026-02-11 22:20:04,5,matap,Positive,0
Grab,puas nyaman,5,0,2026-02-11 21:13:10,11,puas nyaman,Positive,0
Grab,semenjak ada double orderan pengantaran lama. dan sllu di ngin.,1,1,2026-02-11 20:38:36,63,semenjak double order antar sllu ngin,Negative,0
Grab,puas,5,0,2026-02-11 20:20:25,4,puas,Positive,0
Grab,aplikasi bagus,5,0,2026-02-11 20:05:47,14,aplikasi bagus,Positive,0
Grab,"apaan yg kata nya bisa buru² saya butuh banget buat nganter saya kebandara tapi orderan saya tidak diterima sampe sejam lebih saya menunggu , sampe kesel saya padahal saya ada jadwal penerbangan gara² orderan saya tidak di terima saya hampir ketinggalan pesawat , untung bisa mesan dari aplikasi lain",2,0,2026-02-11 19:13:45,300,yg nya buru butuh banget nganter bandara order terima sampe jam tunggu sampe kesel jadwal terbang gara order terima tinggal pesawat untung mesan aplikasi,Negative,0
Grab,👍,5,0,2026-02-11 17:14:31,1,,Positive,0
Grab,grab apk yg ga jelas mau makan aja di peribet ga dapet driver padalan udah malem malah di blg makan sianggg TOLOOOLLL . kalah sama Apk orenn 🫶🏼,1,0,2026-02-11 16:56:53,143,grab apk yg ga makan aja peribet ga dapet driver padalan udah malem blg makan sianggg tolooolll kalah apk orenn,Negative,2
Grab,ontime.. realtime,5,0,2026-02-11 15:47:03,17,ontime realtime,Positive,0
Grab,lancar,5,0,2026-02-11 13:52:15,6,lancar,Positive,0
Grab,abang Greb Nya ramah sekali 👍,5,0,2026-02-11 13:25:12,29,abang greb nya ramah,Positive,0
Grab,notif mengganggu,2,0,2026-02-11 13:15:51,16,notif ganggu,Negative,0
Grab,mantap,5,0,2026-02-11 13:04:28,6,mantap,Positive,0
Grab,sangat ramah,5,0,2026-02-11 12:49:43,12,ramah,Positive,0
Grab,baik dan ramah,5,0,2026-02-11 12:34:27,14,ramah,Positive,0
Grab,bagus,5,0,2026-02-11 12:33:07,5,bagus,Positive,0
Grab,kenapa fitur grab executive tidak tersedia? bisa diperbanyak jangkauannya?,4,0,2026-02-11 12:31:02,74,fitur grab executive sedia banyak jangkau,Positive,0
Grab,"Sejahterakan mitra anda, beri mitra anda tunjangan kesehatan. Pastikan mereka hidup layak dengan keluarganya.",5,0,2026-02-11 12:24:27,109,sejahtera mitra mitra tunjang sehat pasti hidup layak keluarga,Positive,0
Grab,mntap lebih cepat,5,0,2026-02-11 12:19:10,17,mntap cepat,Positive,0
Grab,cepat dan ramah,5,0,2026-02-11 12:18:53,15,cepat ramah,Positive,0
Grab,Bagus aplikasi nya dan mudah digunakan untuk semua orang serta banyak diskonnya,5,0,2026-02-11 12:14:35,79,bagus aplikasi nya mudah orang diskon,Positive,0
Grab,Mantap 👌,5,0,2026-02-11 12:12:04,8,mantap,Positive,0
Grab,untuk makanannya datang tidak sesuai dengan pesanan tolong di perbaiki lagi ke depannya utamakan pembeli itu jadi ketagihan dengan jualan anda.,2,0,2026-02-11 12:09:51,143,makan sesuai pesan tolong baik depan utama beli tagih jual,Negative,0
Grab,"adanya grab semakin gampang kemana mana,, pokonya mantapp",5,0,2026-02-11 12:08:20,57,grab gampang mana poko mantapp,Positive,0
Grab,mantp drivernya bnyak tahu jalan potong utk hindari macet,5,0,2026-02-11 11:50:29,57,mantp drivernya bnyak jalan potong utk hindar macet,Positive,0
Grab,mntap,5,0,2026-02-11 11:48:31,5,mntap,Positive,0
Grab,aplikasi bloon,1,0,2026-02-11 11:47:03,14,aplikasi bloon,Negative,0
Grab,baguuss banget sihh berguna kalo lagi gak ada yang jemput,5,0,2026-02-11 11:45:46,57,baguuss banget sihh guna kalo gak jemput,Positive,1
Grab,"sangat membantu untuk anak sekolah yang tidak punya kendaraan yg pulang jam 5 atau maghrib karna ada kegiatan eskul & ke organisasian, terimakasih ini best bgt sih bagi aku sangat membantu",5,0,2026-02-11 11:43:20,188,bantu anak sekolah kendara yg pulang jam maghrib karna giat eskul organisasi terimakasih best bgt sih bantu,Positive,0
Grab,Alhamdulillah terima kasih ada nya aplikasi grab semakin mempermudah dalam berpergian kemanapun dan kapan pun,5,0,2026-02-11 11:38:11,109,alhamdulillah terima kasih nya aplikasi grab mudah pergi mana,Positive,0
Grab,"tolonglah jangan buat promo kalau gak bisa digunakan, percuma dapat promo gak guna juga",2,0,2026-02-11 11:32:20,87,tolong promo gak promo gak,Negative,2
Grab,cepat,5,0,2026-02-11 11:31:20,5,cepat,Positive,0
Grab,mantep,5,0,2026-02-11 11:29:42,6,mantep,Positive,0
Grab,sangat membantu,4,0,2026-02-11 11:25:16,15,bantu,Positive,0
Grab,👍,5,0,2026-02-11 11:12:50,1,,Positive,0
Grab,"the grab app is great choice for transportation services,offering numerous features and discount",5,0,2026-02-11 11:12:20,96,the grab app is great choice for transportation servicesoffering numerous features and discount,Positive,0
Grab,mantap👍👍,5,0,2026-02-11 10:48:07,8,mantap,Positive,0
Grab,sangat sangat membantu,5,0,2026-02-11 10:47:48,22,bantu,Positive,0
Grab,aplikasi mesen ojol nya luama bgttttt plg krja jam 4 sore nunggu smpe jam 6 sore ga dpt² hadehhh² seenaknya nya aja ni aplikasi,2,0,2026-02-11 10:47:03,127,aplikasi mesen ojol nya luama bgttttt plg krja jam sore nunggu smpe jam sore ga dpt hadehhh nya aja ni aplikasi,Negative,1
Grab,"dapet driver batas penjemputan 12 menit. sampe 1 setengah jam ga d jemput jemput. heran, di chat ga d bales. kalau ga mau ya batalin dong, biar bisa nyari driver baru. tll",2,0,2026-02-11 10:40:39,171,dapet driver batas jemput menit sampe jam ga d jemput jemput heran chat ga d bales ga ya batalin biar nyari driver tll,Negative,3
Grab,"tahu jalan, pengemudinya membantu, atribut lengkap dan reaksi untuk memenuhi panggilan sangat cepat.. tetap semangat dan pertahankan",5,0,2026-02-11 10:22:55,132,jalan mud bantu atribut lengkap reaksi penuh panggil cepat semangat tahan,Positive,0
Grab,ok baik,4,0,2026-02-11 10:13:55,7,ok,Positive,0
Grab,armada kurang byk,4,0,2026-02-11 10:12:48,17,armada byk,Positive,0
Grab,terimakasih,5,0,2026-02-11 09:45:17,11,terimakasih,Positive,0
Grab,mixue aja tidak ada di grab wilayah ku wkwk,1,0,2026-02-11 09:36:48,43,mixue aja grab wilayah ku wkwk,Negative,0
Grab,HARUSNYA ADA FITUR CHAT SAMA PENJUAL. JADI KAMI BISA TAU DIA ITU NGAPAIN AJA. BISA BUAT PESANAN APA GAK. SEJAM NUNGGUIN DAN TERUS DI PERPANJANG AJA WAKTUNYA . KITA SEBAGAI CUSTOMER CUMA BISA LIAT PERUBAHAN JAM AJA YG TRUS DI TAMBAH. GA BISA NGAPA-NGAPAIN. KAN SANGAT MENYEBALKAN,2,0,2026-02-11 09:29:07,278,fitur chat jual tau ngapain aja pesan gak jam nungguin panjang aja customer liat ubah jam aja yg trus ga ngapangapain sebal,Negative,2
Grab,grab selalu membantu kami,5,0,2026-02-11 09:24:58,25,grab bantu,Positive,0
